code,review
"@@ -147,9 +147,9 @@ public class AWSJobConfigurationManager extends JobConfigurationManager { if (jobConfigDir.exists()) { LOGGER.info(Loading job configurations from  + jobConfigDir); final Properties properties = new Properties(); - properties.setProperty(ConfigurationKeys.JOB_CONFIG_FILE_DIR_KEY, jobConfigDir.getAbsolutePath()); + properties.setProperty(ConfigurationKeys.JOB_CONFIG_FILE_GENERAL_PATH_KEY, jobConfigDir.getAbsolutePath()); - final List<Properties> jobConfigs = SchedulerUtils.loadJobConfigs(properties); + final List<Properties> jobConfigs = SchedulerUtils.loadGenericJobConfigs(properties); LOGGER.info(Loaded  + jobConfigs.size() +  job configuration(s)); for (Properties config : jobConfigs) { LOGGER.debug(Config value:  + config); ",Please also change the config property name in conf/aws/application.conf
"@@ -26,10 +26,6 @@ namespace Microsoft.Xna.Framework.Graphics this.VertexCount = vertexCount; this.BufferUsage = bufferUsage; - // Make sure the graphics device is assigned in the vertex declaration. - if (vertexDeclaration.GraphicsDevice != graphicsDevice) - vertexDeclaration.GraphicsDevice = graphicsDevice; - _isDynamic = dynamic; PlatformConstruct(); ",We could live with this maybe... although I expect XNA does set it. I wonder how many people have as a hack assumed they could fetch the graphics device via `VertexDeclaration.GraphicsDevice`.
"@@ -479,7 +479,7 @@ All jobs created by a pipeline will create commits in the pipeline's repo. createPipeline.Flags().StringVarP(&pipelinePath, file, f, -, The file containing the pipeline, it can be a url or local file. - reads from stdin.) createPipeline.Flags().BoolVarP(&pushImages, push-images, p, false, If true, push local docker images into the cluster registry.) createPipeline.Flags().StringVarP(&registry, registry, r, docker.io, The registry to push images to.) - createPipeline.Flags().StringVarP(&username, username, u, , The username to push images as, defaults to your OS username.) + createPipeline.Flags().StringVarP(&username, username, u, , The username to push images as, defaults to your docker username.) createPipeline.Flags().StringVarP(&password, password, , , Your password for the registry being pushed to.) var reprocess bool ","Small nit: we should probably be prompting for password interactively by default, rather than asking people to input it as part of the command"
"@@ -1975,6 +1975,18 @@ def find_bad_channels_maxwell( .. versionadded:: 0.20  + if h_freq is not None: + if 'lowpass' in raw.info: + msg = (f'The input data has already been low-pass filtered with a ' + f'{raw.info[lowpass]} Hz cutoff frequency. If you wish ' + f'to avoid filtering again in find_bad_channels_maxwell(), ' + f'please pass `h_freq=None`.') + logger.warning(msg) + + logger.info(f'Applying low-pass filter with {h_freq} Hz cutoff ' + f'frequency ...') + raw = raw.copy().filter(l_freq=None, h_freq=h_freq) + limit = float(limit) onsets, ends = _annotations_starts_stops( raw, skip_by_annotation, invert=True) ",lowpass is always present but it can be None. I think you will warn all the time here. What I would do is something like this: `if raw.info.get('lowpass') and raw.info['lowpass'] < 'lowpass' `
"@@ -102,6 +102,7 @@ var mapServiceNames = []string{ codecommit, cognitoidentity, cognitoidentityprovider, + dataexchange, dlm, eks, glacier, ","This service supports updating tags via the `TagResource` and `UntagResource` API calls, which means it can be added to `aws/internal/keyvaluetags/generators/updatetags/main.go` as well for completeness. Will add its service entry and generate the new update function on merge."
"@@ -267,6 +267,16 @@ public class CommentManagerImpl implements CommentManager { return commentDocModel; } + protected DocumentModel createHiddenFolder(CoreSession session, String parentPath, String name) { + DocumentModel dm = session.createDocumentModel(parentPath, name, HiddenFolder); + dm.setProperty(dublincore, title, name); + dm.setProperty(dublincore, description, ); + Framework.doPrivileged(() -> dm.setProperty(dublincore, created, Calendar.getInstance())); + DocumentModel parent = session.createDocument(dm); // change variable name to be effectively final + setFolderPermissions(parent); + return parent; + } + private static void notifyEvent(CoreSession session, DocumentModel docModel, String eventType, DocumentModel parent, DocumentModel child, NuxeoPrincipal principal) { ",Can you explain why this change is not present in master and 10.10?
"@@ -412,9 +412,6 @@ public class FakeDatasetService implements DatasetService, Serializable { @Override public WriteStream createWriteStream(String tableUrn, Type type) throws IOException, InterruptedException { - if (type != Type.PENDING && type != Type.BUFFERED) { - throw new RuntimeException(We only support PENDING or BUFFERED streams.); - } TableReference tableReference = BigQueryHelpers.parseTableUrn(BigQueryHelpers.stripPartitionDecorator(tableUrn)); synchronized (tables) { ",We could check for COMMIT_AT_LEAST_ONCE explicitly.
"@@ -69,11 +69,17 @@ def test_compute_proj(): projs_evoked = compute_proj_evoked(evoked, n_grad=1, n_mag=1, n_eeg=0) # XXX : test something + # test parallelization + projs = compute_proj_epochs(epochs, n_grad=1, n_mag=1, n_eeg=0, n_jobs=2) + projs = activate_proj(projs) + proj_par, _, _ = make_projector(projs, epochs.ch_names, bads=[]) + assert_array_equal(proj, proj_par) # Test that the raw projectors work for ii in (1, 2, 4, 8, 12, 24): raw = Raw(raw_fname) - projs = compute_proj_raw(raw, duration=ii-0.1, n_grad=1, n_mag=1, n_eeg=0) + projs = compute_proj_raw(raw, duration=ii-0.1, n_grad=1, n_mag=1, + n_eeg=0) # test that you can compute the projection matrix projs = activate_proj(projs) ",Does this test work for you? It fails here.
"@@ -79,8 +79,11 @@ type Config struct { ActiveSeriesMetricsIdleTimeout time.Duration `yaml:active_series_metrics_idle_timeout` // Use blocks storage. - BlocksStorageEnabled bool `yaml:-` - BlocksStorageConfig tsdb.BlocksStorageConfig `yaml:-` + BlocksStorageEnabled bool `yaml:-` + BlocksStorageConfig tsdb.BlocksStorageConfig `yaml:-` + StreamChunksWhenUsingBlocks bool `yaml:-` + // Runtime-override for type of streaming query to use (chunks or samples). + StreamTypeFn func() QueryStreamType `yaml:-` // Injected at runtime and read from the distributor config, required // to accurately apply global limits. ",Why do we also need this if we have a runtime override? Can't we just used that?
"@@ -108,7 +108,7 @@ public class SearchAdminResource implements ResourceHandler { throw new CacheException(NotImplemented); } else { SearchStatistics searchStatistics = Search.getSearchStatistics(cache); - searchStatistics.getQueryStatistics().clear(); + Security.doAs(restRequest.getSubject(), () -> searchStatistics.getQueryStatistics().clear()); return completedFuture(responseBuilder.build()); } } ",why is this required? the cache already contains the subject (via `Cache.withSubject()`)
"@@ -46,11 +46,4 @@ public class AssetManagerTest { HttpURLConnection httpCon = (HttpURLConnection) url.openConnection(); assertEquals(HttpURLConnection.HTTP_NOT_FOUND, httpCon.getResponseCode()); } - - @Test - public void handlebarsLoad() throws Exception { - URL url = new URL(j.getURL() + assets/handlebars/jsmodules/handlebars3.js); - HttpURLConnection httpCon = (HttpURLConnection) url.openConnection(); - assertEquals(HttpURLConnection.HTTP_OK, httpCon.getResponseCode()); - } } ",Is there any change in the way the plugins consume handlebars3 now? Do plugin developers need to do any change? or are the plugins going to stop working because of that or trigger a 404 in the browser console?
"@@ -173,10 +173,11 @@ void MultiTopicDataReaderBase::data_available(DDS::DataReader_ptr reader) if (rc == RETCODE_NO_DATA) { return; } else if (rc != RETCODE_OK) { - ostringstream rc_ss; - rc_ss << rc; + OPENDDS_STRING rc_ss; + rc_ss.reserve(sizeof(ReturnCode_t)); + rc_ss += rc; throw runtime_error(Incoming DataReader for  + topic + -  could not be read, error # + rc_ss.str()); +  could not be read, error # + rc_ss); } const MetaStruct& meta = metaStructFor(reader); ","sizeof() is number of bytes in memory, not number of characters in the string string += int is appending the character value of the integer"
"@@ -326,6 +326,7 @@ OIDC_RP_SCOPES = config(OIDC_RP_SCOPES, default=openid profile email) OIDC_REDIRECT_ALLOWED_HOSTS = config( OIDC_REDIRECT_ALLOWED_HOSTS, default=, cast=Csv() ) +OIDC_AUTH_REQUEST_EXTRA_PARAMS = {access_type: offline} # Allow null on these because you should be able run Kuma with these set. # It'll just mean you can't use kuma to authenticate. And a warning ",  Interesting! I didn't know anything about this before. So this allows us to refresh an access token without the user needing to be present and authorize the refresh?
"@@ -609,10 +609,7 @@ class SharePermission(Model): } _attribute_map = { - 'permission': {'key': 'permission', 'type': 'str', 'xml': {'name': 'permission'}}, - } - - _xml_map = { + 'permission': {'key': 'permission', 'type': 'str'}, } def __init__(self, **kwargs): ","we should avoid manual edits to the generated files, right?"
"@@ -296,10 +296,15 @@ export function createIframeWithMessageStub(win) { element.expectMessageFromParent = msg => { return new Promise(resolve => { const listener = event => { + let expectMsg = msg; + let eventMsg = event.data.receivedMessage; + if (typeof expectMsg !== 'string') { + expectMsg = JSON.stringify(expectMsg); + eventMsg = JSON.stringify(eventMsg); + } if (event.source == element.contentWindow && event.data.testStubEcho - && JSON.stringify(msg) - == JSON.stringify(event.data.receivedMessage)) { + && expectMsg == eventMsg) { win.removeEventListener('message', listener); resolve(msg); } ",nit: rename `eventMsg` to `actualMsg`
"@@ -507,3 +507,5 @@ def cleanup_old_worker(*args, **kwargs):  name = kwargs['sender'].hostname _delete_worker(name, normal_shutdown=True) + # Recreate a new working directory for worker that is starting now + common_utils.create_worker_working_directory(name) ",Who calls `cleanup_old_worker()`?. I am having some trouble finding it.
"@@ -4,8 +4,10 @@ # Licensed under the MIT License. # ------------------------------------ +from typing import Optional from azure.core.polling.base_polling import ( LongRunningOperation, + PipelineResponseType, _is_empty, _as_json, BadResponse, ",This can't be imported here because it's defined in a type checking block. You'll need to redefine it in this file.
"@@ -27,6 +27,18 @@ public class JavaExternalSerializerProtocol extends AbstractSerializationProtoco */ @Override public void serialize(Object object, OutputStream out) throws SerializationException { + if (object instanceof CursorStreamProvider) { + try (CursorStream cursor = ((CursorStreamProvider) object).openCursor()) { + doSerialize(toByteArray(cursor), out); + } catch (IOException e) { + throw new SerializationException(createStaticMessage(Could not serialize cursor stream), e); + } + } else { + doSerialize(object, out); + } + } + + private void doSerialize(Object object, OutputStream out) { validateForSerialization(object); SerializationUtils.serialize((Serializable) object, out); } ",I think that at least we should create an issue to be able to serialize Cursor without loading everything into memory at the same time.
"@@ -12,6 +12,7 @@ describe 'two_factor_authentication/totp_verification/show.html.slim' do before do allow(view).to receive(:current_user).and_return(user) allow(view).to receive(:reauthn?).and_return(false) + allow(view).to receive(:confirmation_for_phone_change?).and_return(false) @presenter = TwoFactorAuthCode::AuthenticatorDeliveryPresenter. new(presenter_data, ApplicationController.new.view_context) ",This is not needed anymore.
"@@ -1,8 +1,15 @@ from django.template import Library +from ...core.utils import get_country_name_by_code + register = Library() @register.simple_tag def get_formset_form(formset, index): return formset.forms[index] + + +@register.simple_tag +def get_country_by_code(country_code): + return get_country_name_by_code(country_code) ",I think this can be done via `get_language_info` `i18n` templatetag
"@@ -647,7 +647,7 @@ function killme() /** * @brief Redirect to another URL and terminate this process. */ -function goaway($path) +function goaway($path = '') { if (strstr(normalise_link($path), 'http://')) { $url = $path; ",Interesting for #5907 So I will rename it from `System::redirectTo($url)` to `System::redirect($to = '');` :-)
"@@ -79,6 +79,18 @@ def test_lcmv(): assert_raises(ValueError, lcmv, evoked, forward, noise_cov, data_cov, reg=0.01, pick_ori=normal) + # Test picking normal orientation + stc_normal = lcmv(evoked, forward_surf_ori, noise_cov, data_cov, reg=0.01, + pick_ori=normal) + + assert_true((np.abs(stc_normal.data) <= stc.data + 0.8).all()) + + # Test picking source orientation maximizing output source power + stc_max_power = lcmv(evoked, forward, noise_cov, data_cov, reg=0.01, + pick_ori=max-power) + + assert_true((np.abs(stc_max_power.data) <= stc.data + 1).all()) + # Test if fixed forward operator is detected when picking normal or # max-power orientation assert_raises(ValueError, lcmv, evoked, forward_fixed, noise_cov, data_cov, ","why `+0.8`? shouldn't it always be lower? i.e., `np.abs(stc_normal.data) <= stc.data` should hold"
"@@ -1,6 +1,6 @@ require Rails.root.join('lib', 'config_validator.rb') -Figaro.require_keys( +Figaro.require_keys([ 'attribute_encryption_key', 'database_statement_timeout', 'disallow_all_web_crawlers', ",I vote to keep the splat/`*args`
"@@ -1094,7 +1094,7 @@ KUMASCRIPT_URL_TEMPLATE = 'http://developer.mozilla.org:9080/docs/{path}' ES_DISABLED = True ES_LIVE_INDEX = False -LOG_LEVEL = logging.WARN +LOG_LEVEL = logging.DEBUG SYSLOG_TAG = 'http_app_kuma' LOGGING = { ","Whoops, did these `settings.py` changes sneak in? Should these be in `settings_local.py`?"
"@@ -88,12 +88,12 @@ abstract class WPCOM_JSON_API_Comment_Endpoint extends WPCOM_JSON_API_Endpoint { && $this->api->token_details['user']['display_name'] === $comment->comment_author ) { - $user_can_read_coment = true; + $user_can_read_comment = true; } else { - $user_can_read_coment = current_user_can( 'edit_comment', $comment->comment_ID ); + $user_can_read_comment = current_user_can( 'edit_posts' ); } - if ( !$user_can_read_coment ) { + if ( !$user_can_read_comment ) { return new WP_Error( 'unauthorized', 'User cannot read unapproved comment', 403 ); } } ","Since you're editing that line, could you add a space after the `!` to make it super clean?"
"@@ -43,6 +43,11 @@ func NewPlan(ctx *plugin.Context, target *Target, prev *Snapshot, source Source, olds := make(map[resource.URN]*resource.State) if prev != nil { for _, oldres := range prev.Resources { + // Ignore resources that are pending deletion; these should not be recorded in the LUT. + if oldres.Delete { + continue + } + urn := oldres.URN contract.Assert(olds[urn] == nil) olds[urn] = oldres ",What the heck is a LUT?  
"@@ -812,10 +812,8 @@ func (mod *modContext) genNestedTypes(member interface{}, resourceType bool) []d // and if it appears in an input object and/or output object. mod.getTypes(member, tokens) - isK8s := isKubernetesPackage(mod.pkg) - var typs []docNestedType - for token, tyUsage := range tokens { + for token := range tokens { for _, t := range mod.pkg.Types { switch typ := t.(type) { case *schema.ObjectType: ",All or most of this deletion was related to generating the per-language API doc link for each object type.
"@@ -146,6 +146,16 @@ public class SCMPipelineManager implements PipelineManager { pipelineFactory.setProvider(replicationType, provider); } + @VisibleForTesting + public void setAllowPipelineCreation(boolean newState) { + this.allowPipelineCreation.set(newState); + } + + @VisibleForTesting + public boolean getAllowPipelineCreation() { + return allowPipelineCreation.get(); + } + protected void initializePipelineState() throws IOException { if (pipelineStore.isEmpty()) { LOG.info(No pipeline exists in current db); ","I would suggest to use pipelineCreationAllowed as the internal state name, it makes the code easier to read out as I I see. I know this is a regular getter and and setter pair, but... In the tests, the set method is always called with true as the parameter, so I suggest to call this method simply allowPipelineCreation() without a parameter, the getter part of the pair in this case can be called as isPipelineCreationAllowed(). This suggestion is simply about expressions from the usage point of view, and I don't have a strong opinion on this, however if we want to keep this name and want to name it as a regular getter setter as it is suggested by the books then we should use isAllowPipelineCreation as the getter name."
"@@ -319,7 +319,7 @@ func (s *StoreInfo) regionScoreV2(delta int64, deviation int) float64 { score = (K + M*(math.Log(C)-math.Log(A-F+1))/(C-A+F-1)) * R } else { // When remaining space is less then F, the score is mainly determined by available space. - score = (K+M*math.Log(C)/C)*R + (F-A)*(K+M*math.Log(F)/F) + score = (K+M*math.Log(C)/C)*R + B*(F-A)*(K+M*math.Log(F)/F) } return score / math.Max(s.GetRegionWeight(), minWeight) } ",can we make F configuration and set to a more suitable default value?
"@@ -31,6 +31,7 @@ from paddle.fluid.dygraph.dygraph_to_static.loop_transformer import LoopTransfor from paddle.fluid.dygraph.dygraph_to_static.print_transformer import PrintTransformer from paddle.fluid.dygraph.dygraph_to_static.return_transformer import ReturnTransformer from paddle.fluid.dygraph.dygraph_to_static.tensor_shape_transformer import TensorShapeTransformer +from paddle.fluid.dygraph.dygraph_to_static.cast_transformer import CastTransformer from paddle.fluid.dygraph.dygraph_to_static.static_analysis import StaticAnalysisVisitor from paddle.fluid.dygraph.dygraph_to_static.utils import get_attribute_full_name ","Here we import with alphabetical order, so please put this line after CallTransformer"
"@@ -720,8 +720,8 @@ def write_protocol_deps_cache(proto_deps: Dict[str, Set[str]], def write_plugins_snapshot(manager: BuildManager) -> None: Write snapshot of versions and hashes of currently active plugins. - name = os.path.join(_cache_dir_prefix(manager), '@plugins_snapshot.json') - if not atomic_write(name, json.dumps(manager.plugins_snapshot), '\n'): + name = '@plugins_snapshot.json' + if not manager.metastore.write(name, json.dumps(manager.plugins_snapshot)): manager.errors.set_file(_cache_dir_prefix(manager), None) manager.errors.report(0, 0, Error writing plugins snapshot, blocker=True) ",This should really be a defined constant.
"@@ -38,7 +38,10 @@ class ProfileParser(object): include = include[:-1] self.includes.append(include) else: - name, value = line.split(=, 1) + try: + name, value = line.split(=, 1) + except ValueError as error: + raise ConanParsingError(Error while parsing line %i: '%s' % (counter, line)) name = name.strip() if   in name: raise ConanException(The names of the variables cannot contain spaces) ","Let's throw a generic ``ConanException``. New exceptions will be introduced from now on, only if it is going to be captured and processed somewhere else. Let's keep it simple."
"@@ -2220,6 +2220,16 @@ describe User do end end + describe Destroying a user with security key do + let!(:security_key) { Fabricate(:user_security_key_with_random_credential, user: user) } + fab!(:admin) { Fabricate(:admin) } + + it removes the security key do + UserDestroyer.new(admin).destroy(user) + expect(UserSecurityKey.where(user_id: user.id).count).to eq(0) + end + end + describe 'Secure identifier for a user which is a string other than the ID used to identify the user in some cases e.g. security keys' do describe '#create_or_fetch_secure_identifier' do context 'if the user already has a secure identifier' do ",Isn't `admin` fabricated earlier?
"@@ -35,4 +35,9 @@ spec: <%_ } _%> ports: - name: http + <%_ if (app.applicationType === 'microservice' || app.applicationType === 'uaa') { _%> + port: 80 + targetPort: <%= app.serverPort %> + <%_ } else { _%> port: <%= app.serverPort %> + <%_ } _%> ","Unless there is a really good reason for this, I'd prefer using the condition : `!app.serviceDiscoveryType || app.applicationType === 'uaa'` -> so it will be specific to UAA and will not impact the other option as the other options works well with Kubernetes"
"@@ -246,10 +246,10 @@ public class JPMSModuleInfoPlugin implements VerifierPlugin { } private void requires(Entry<String, Attrs> instruction, Analyzer analyzer, Packages index, - ModuleInfoBuilder builder) { + Parameters moduleInfoOptions, ModuleInfoBuilder builder) throws Exception { String eeAttribute = instruction.getValue() - .get(ee); + .get(Constants.EE_ATTRIBUTE); EE moduleEE = (eeAttribute != null) ? EE.valueOf(eeAttribute) : DEFAULT_MODULE_EE; ","You should make this `orElseGet` to avoid all the work until it is needed. `orElse` is good when you already have the else value handy. But it you have to go to some work to make the else value, `orElseGet` can avoid that work when you don't need the else value."
"@@ -1,7 +1,7 @@ <div class=row> <div class=col-12> <h2>Notes</h2> - <% if @user.notes.count > 0 %> + <% if @user.notes.load.size > 0 %> <% @user.notes.each do |note| %> <p><em><%= note.created_at.strftime(%d %B %Y %H:%M UTC) %> by <%= User.find(note.author_id).username if note.author_id.present? %></em> - <% if !note.reason.blank? %><strong><%= note.reason %>:</strong> ","since we know that the notes are going to be iterated upon in the following line, we can preload them, to avoid a second `SELECT count` that would instead happen with `.each`"
"@@ -358,7 +358,12 @@ class TransformVisitor(NodeVisitor[Node]): new.fullname = original.fullname target = original.node if isinstance(target, Var): - target = self.visit_var(target) + # Do not transform references to global variables. + # TODO: is it really the best solution? Should we instead make + # a trivial copy, or do something completely different? See + # testGenericFunctionAliasExpand for an example where this is important. + if original.kind != GDEF: + target = self.visit_var(target) elif isinstance(target, Decorator): target = self.visit_var(target.var) elif isinstance(target, FuncDef): ","If you remove `visit_mypy_file` from the class (I think that it's unused), this will be completely reasonable, since this will be reference to something outside the AST node we are transforming."
"@@ -658,6 +658,9 @@ func (b *cloudBackend) PreviewThenPromptThenExecute( // Now do the real operation. We don't care about the events it issues, so just // pass a nil channel along. var unused chan engine.Event + + // Print the stack outputs at the end this time. + displayOpts.ShowStackOutputs = true return b.updateStack( updateKind, stack, pkg, root, m, opts, displayOpts, unused, false /*dryRun*/, scopes) ","Since we're always setting this to `true`, any reason not to make `true` the default, and change this to something like `SuppressStackOutputs`? Is there even a reason to make it conditional? Also, was it intentional that you only did this for the cloud backend? Why not local also? I really don't want to see us diverging in behavior here."
"@@ -253,7 +253,8 @@ class SubmissionsController < ApplicationController begin if !test_runs.empty? authorize! assignment, to: :run_tests? - AutotestRunJob.perform_later(request.protocol + request.host_with_port, current_user.id, test_runs) + @current_job = AutotestRunJob.perform_later(request.protocol + request.host_with_port, current_user.id, test_runs) + session[:job_id] = @current_job.job_id success = I18n.t('automated_tests.tests_running', assignment_identifier: assignment.short_identifier) else error = I18n.t('automated_tests.need_submission') ",Metrics/LineLength: Line is too long. [122/120]
"@@ -138,14 +138,11 @@ func signAndPublishDeviceEK(ctx context.Context, g *libkb.GlobalContext, generat } type deviceEKsResponse struct { - Results []struct { - MerklePayload string `json:merkle_payload` - Sig string `json:sig` - } `json:results` + Sigs []string `json:sigs` } -func getActiveDeviceEKMetadata(ctx context.Context, g *libkb.GlobalContext, merkleRoot libkb.MerkleRoot) (metadata map[keybase1.DeviceID]keybase1.DeviceEkMetadata, err error) { - defer g.CTrace(ctx, GetActiveDeviceEKMetadata, func() error { return err })() +func getAllDeviceEKMetadataMaybeStale(ctx context.Context, g *libkb.GlobalContext, merkleRoot libkb.MerkleRoot) (metadata map[keybase1.DeviceID]keybase1.DeviceEkMetadata, err error) { + defer g.CTrace(ctx, getAllDeviceEKMetadataMaybeStale, func() error { return err })() apiArg := libkb.APIArg{ Endpoint: user/device_eks, ",pre-existing bug. We should split this function into `maybeStale` and `active` like in user_ek -- the `getServerMaxDeviceEK` is busted if the latest key is stale.
"@@ -130,13 +130,16 @@ public class ClipboardActionsBean implements ClipboardActions, Serializable { private transient Map<String, List<Action>> actionCache; + @Override public void releaseClipboardableDocuments() { } + @Override public boolean isInitialized() { return documentManager != null; } + @Override public void putSelectionInWorkList(Boolean forceAppend) { canEditSelectedDocs = null; if (!documentsListsManager.isWorkingListEmpty(DocumentsListsManager.CURRENT_DOCUMENT_SELECTION)) { ",This cleanup should have gone in a separate commit.
"@@ -74,7 +74,7 @@ func (wh *webhook) run(stop <-chan struct{}) { mux := http.DefaultServeMux // HTTP handlers - mux.HandleFunc(/health/ready, wh.healthReadyHandler) + mux.HandleFunc(/healthz, wh.healthHandler) mux.HandleFunc(osmWebhookMutatePath, wh.mutateHandler) server := &http.Server{ ",We could put this string in a central place somewhere so we can reference it in both places where it appears in the code here in this PR.
"@@ -600,6 +600,7 @@ MINIFY_BUNDLES = { 'js/zamboni/buttons.js', 'js/zamboni/tabs.js', 'js/common/keys.js', + 'js/common-min.js', # jQuery UI 'js/lib/jquery-ui/jquery.ui.core.js', ","common-min.js is is a generated file. It shouldn't be included here. In fact, it's generated from this list of files, so I'm surprised that this helps."
"@@ -13,7 +13,7 @@ import ( code.gitea.io/gitea/modules/repository code.gitea.io/gitea/modules/setting api code.gitea.io/gitea/modules/structs - webhook_module code.gitea.io/gitea/modules/webhook + webhook_module code.gitea.io/gitea/services/webhook ) type webhookNotifier struct { ",I think we should rename _module to _service ...
"@@ -649,7 +649,8 @@ public class DataWeaveExpressionLanguageAdaptorTestCase extends AbstractWeaveExp @Test public void evaluateInvalidCompiledExpression() throws MuleException { ExpressionCompilationException e = new ExpressionCompilationException(createStaticMessage(oopsy)); - expectedEx.expect(is(sameInstance(e))); + expectedEx.expect(ExpressionRuntimeException.class); + expectedEx.expectCause(is(sameInstance(e))); CompiledExpression compiled = new IllegalCompiledExpression(#[ble], e); try (ExpressionLanguageSessionAdaptor session = ",we should assert thet the error message is meaningful here
"@@ -262,6 +262,18 @@ function indexToInsertByPosition (items, position) { return (query in queries) ? queries[query](idx) : idx } +function removeExtraSeparators (template) { + let visiblePrev + const visibleItems = template.filter(el => el.visible !== false) + + return visibleItems.filter((el, idx, array) => { + const meetsDeleteConditions = !visiblePrev || idx === array.length - 1 || array[idx + 1].type === 'separator' + const toDelete = el.type === 'separator' && meetsDeleteConditions + visiblePrev = toDelete ? visiblePrev : el + return !toDelete + }) +} + function insertItemByType (item, pos) { const types = { normal: () => this.insertItem(pos, item.commandId, item.label), ",This is _a little_ hard to scan. I think that a `reduce` would work wonders here.
"@@ -121,6 +121,9 @@ func (bc *BuildPodController) HandlePod(pod *kapi.Pod) error { nextStatus := build.Status.Phase currentReason := build.Status.Reason + // if the build is marked failed, the build status reason has already been + // set (probably by the build pod itself), so don't do any updating here + // or we'll overwrite the correct value. if build.Status.Phase != buildapi.BuildPhaseFailed { switch pod.Status.Phase { case kapi.PodPending: ","Should we have utility functions that delineate which non-successful BuildPhases are set by the build pod (where it is *currently* just Failed) and which are set outside of the build pod (i.e. BuildPhaseError), in case those two lists change over time?"
"@@ -328,6 +328,14 @@ func resourceComputeInstance() *schema.Resource { Computed: true, }, + network_ip: &schema.Schema{ + Type: schema.TypeString, + Optional: true, + ForceNew: true, + Computed: true, + Deprecated: Please use address, + }, + access_config: &schema.Schema{ Type: schema.TypeList, Optional: true, ",@danawillow what was the plan with `address` and `network_ip`?
"@@ -42,7 +42,8 @@ cov = mne.cov.regularize(cov, evoked.info) import pylab as pl pl.figure() ylim = dict(eeg=[-10, 10], grad=[-400, 400], mag=[-600, 600]) -plot_evoked(evoked, ylim=ylim, proj=True) +picks = fiff.pick_types(evoked.info, meg=True, eeg=True) +plot_evoked(evoked, picks=picks, ylim=ylim, proj=True, exclude='bads') ############################################################################### # Run solver ",This will throw a warning since the `exclude` parameter is not set. Might be saner to do `exclude='bads'` then omit from the next line.
"@@ -164,7 +164,8 @@ public class PullPhysicalPlan { // Could be one or more keys KEY_LOOKUP, RANGE_SCAN, - TABLE_SCAN + TABLE_SCAN, + UNKNOWN } /** ",We cannot know what the WHERE clause is for stream pull queries since it's not analyzed by the logical plan
"@@ -101,9 +101,7 @@ func Execute(configFile io.Reader) { context.GetLogger(app).Fatalln(err) } } else { - tlsConf := &tls.Config{ - ClientAuth: tls.NoClientCert, - } + tlsConf := crypto.SecureTLSConfig(&tls.Config{ClientAuth: tls.NoClientCert}) if len(config.HTTP.TLS.ClientCAs) != 0 { pool := x509.NewCertPool() ",`crypto` module isn't imported.
"@@ -630,6 +630,10 @@ export class Resource { */ pause() { if (this.state_ == ResourceState.NOT_BUILT || this.paused_) { + if (this.paused_) { + dev.warn(TAG, 'pause() called on an already paused resource:', + this.debugid); + } return; } this.paused_ = true; ","`#warn` won't give us the call stack, this has to be an `#error`."
"@@ -268,7 +268,10 @@ func (t *Team) Rotate(ctx context.Context) error { memSet := newMemberSet() // create the team section of the signature - section, err := memSet.Section(t.Chain.GetID()) + + // TODO -- fill in a non-nil if we can't write/admin this chain explicitly and need + // admin permissions. See CORE-5501 + section, err := memSet.Section(t.Chain.GetID(), nil) if err != nil { return err } ",why doesn't this try calling t.getAdminPermission()?
"@@ -32,13 +32,15 @@ const Routes = ({ match }) => ( <> <Switch> <%_ if (!readOnly) { _%> - <ErrorBoundaryRoute exact path={`${match.url}/:id/delete`} component={<%= entityReactName %>DeleteDialog} /> <ErrorBoundaryRoute exact path={`${match.url}/new`} component={<%= entityReactName %>Update} /> <ErrorBoundaryRoute exact path={`${match.url}/:id/edit`} component={<%= entityReactName %>Update} /> <%_ } _%> <ErrorBoundaryRoute exact path={`${match.url}/:id`} component={<%= entityReactName %>Detail} /> <ErrorBoundaryRoute path={match.url} component={<%= entityReactName %>} /> </Switch> + <%_ if (!readOnly) { _%> + <ErrorBoundaryRoute exact path={`${match.url}/:id/delete`} component={<%= entityReactName %>DeleteDialog} /> + <%_ } _%> </> ); ","not so sure about that one... if the point of having the deletion modal on top of the entity list page is what matters, then there may be a better way to achieve that"
"@@ -17,6 +17,8 @@ package cluster import ( context + github.com/gogo/protobuf/proto + . github.com/pingcap/check github.com/pingcap/kvproto/pkg/metapb github.com/pingcap/kvproto/pkg/pdpb ",remove the empty line
"@@ -51,7 +51,14 @@ public class LuceneCacheWarmer implements Runnable { for (final File indexDir : indexDirs) { final long indexStartNanos = System.nanoTime(); - final EventIndexSearcher eventSearcher = indexManager.borrowIndexSearcher(indexDir); + final EventIndexSearcher eventSearcher; + try { + eventSearcher = indexManager.borrowIndexSearcher(indexDir); + } catch (final FileNotFoundException fnfe) { + logger.debug(Cannot warm Lucene Index directory {} because the directory no longer exists, indexDir); + continue; + } + indexManager.returnIndexSearcher(eventSearcher); final long indexWarmMillis = TimeUnit.NANOSECONDS.toMillis(System.nanoTime() - indexStartNanos); ","Hi, What do you think of extracting this nested try to a separate method?"
